Title,Author,Rating,Genres
"Hook, Line, and Sinker (Bellinger Sisters, #2)",Tessa Bailey,3.90,"['Romance', 'Contemporary', 'Contemporary Romance', 'Audiobook', 'Fiction', 'Adult', 'Chick Lit']"
El llano en llamas,Juan Rulfo,4.20,"['Short Stories', 'Fiction', 'Spanish Literature', 'Classics', 'Latin American', 'Literature', 'Latin American Literature']"
All the President’s Men,Carl Bernstein,4.18,"['History', 'Nonfiction', 'Politics', 'Journalism', 'True Crime', 'American History', 'Classics']"
A Perfect Spy,John Le Carré,3.99,"['Fiction', 'Espionage', 'Thriller', 'Mystery', 'Spy Thriller', 'Audiobook', 'Mystery Thriller']"
"Tempting the Beast (Breeds, #1)",Lora Leigh,3.91,"['Paranormal', 'Paranormal Romance', 'Romance', 'Erotica', 'Shapeshifters', 'Fantasy', 'Erotic Romance']"
A Handful of Dust,Evelyn Waugh,3.89,"['Fiction', 'Classics', 'Literature', 'Novels', 'British Literature', '20th Century', 'Humor']"
Honor,Elif Shafak,4.13,"['Fiction', 'Historical Fiction', 'Contemporary', 'Turkish', 'Turkish Literature', 'Novels', 'Literary Fiction']"
The Searcher,Tana French,3.80,"['Mystery', 'Fiction', 'Mystery Thriller', 'Audiobook', 'Thriller', 'Crime', 'Ireland']"
The Last House on Needless Street,Catriona Ward,3.84,"['Horror', 'Thriller', 'Mystery', 'Fiction', 'Audiobook', 'Mystery Thriller', 'Adult']"
Cryer's Cross,Lisa McMann,3.72,"['Young Adult', 'Mystery', 'Horror', 'Paranormal', 'Fantasy', 'Romance', 'Fiction']"
"The Shadows (Black Dagger Brotherhood, #13)",J.R. Ward,4.29,"['Paranormal', 'Romance', 'Paranormal Romance', 'Vampires', 'Fantasy', 'Urban Fantasy', 'Adult']"
"Moonblood (Tales of Goldstone Wood, #3)",Anne Elisabeth Stengl,4.34,"['Fantasy', 'Christian Fiction', 'Christian', 'Young Adult', 'Dragons', 'Christian Fantasy', 'Romance']"
Open,Andre Agassi,4.31,"['Biography', 'Nonfiction', 'Sports', 'Memoir', 'Autobiography', 'Audiobook', 'Biography Memoir']"
All Dreamers Go to America,Ana Ingham,4.23,"['Drama', 'Novels', 'Fiction', 'Contemporary']"
Think Like a Freak,Steven D. Levitt,3.86,"['Nonfiction', 'Economics', 'Business', 'Psychology', 'Audiobook', 'Self Help', 'Science']"
Life Between Seconds,Douglas Weissman,4.38,"['Epic', 'Contemporary', 'Fiction', 'Novels']"
"Inca Gold (Dirk Pitt, #12)",Clive Cussler,real,"['Adventure', 'Fiction', 'Thriller', 'Action', 'Mystery', 'Suspense', 'Historical Fiction']"
"The Gift (Witch & Wizard, #2)",James Patterson,3.78,"['Fantasy', 'Young Adult', 'Dystopia', 'Fiction', 'Magic', 'Paranormal', 'Adventure']"
"The Complete Hush, Hush Saga: Hush, Hush / Crescendo / Silence / Finale (Hush, Hush #1-4)",Becca Fitzpatrick,4.41,"['Fantasy', 'Romance', 'Young Adult', 'Paranormal', 'Angels', 'Fiction', 'Fantasy Romance']"
"The Mermaids Singing (Tony Hill & Carol Jordan, #1)",Val McDermid,3.95,"['Mystery', 'Crime', 'Fiction', 'Thriller', 'Mystery Thriller', 'Audiobook', 'Suspense']"
"Blood for Blood (Ziba MacKenzie, #1)",Victoria Selman,3.78,"['Mystery', 'Thriller', 'Fiction', 'Crime', 'Mystery Thriller', 'Suspense', 'Amazon']"
How to Make Friends with the Dark,Kathleen Glasgow,4.07,"['Young Adult', 'Contemporary', 'Mental Health', 'Fiction', 'Realistic Fiction', 'Coming Of Age', 'Young Adult Contemporary']"
A Grief Observed,C.S. Lewis,4.22,"['Nonfiction', 'Christian', 'Religion', 'Christianity', 'Theology', 'Memoir', 'Classics']"
A Touch of Savagery (Touch #2),Julie Mannino,4.10,"['Fantasy', 'BDSM', 'M M Romance', 'Dark', 'Romance', 'Paranormal Romance', 'Paranormal']"
Small Sacrifices,Ann Rule,4.25,"['True Crime', 'Nonfiction', 'Crime', 'Mystery', 'Audiobook', 'Biography', 'History']"
"Sapphique (Incarceron, #2)",Catherine Fisher,3.70,"['Fantasy', 'Young Adult', 'Dystopia', 'Science Fiction', 'Steampunk', 'Fiction', 'Adventure']"
Buried Child,Sam Shepard,3.86,"['Plays', 'Drama', 'Theatre', 'Fiction', 'Classics', 'American', 'School']"
Girl Wash your Face,Rachel Hollis,3.58,"['Nonfiction', 'Self Help', 'Audiobook', 'Personal Development', 'Memoir', 'Christian', 'Inspirational']"
"Why They Stay: Sex Scandals, Deals, and Hidden Agendas of Nine Political Wives",Anne  Michaud,4.29,"['Nonfiction', 'Politics', 'Inspirational', 'Education', 'History', 'How To', 'Biography']"
"The Black Witch (The Black Witch Chronicles, #1)",Laurie Forest,4.09,"['Fantasy', 'Young Adult', 'Witches', 'Romance', 'Magic', 'Young Adult Fantasy', 'Fiction']"
"Tiamat's Wrath (The Expanse, #8)",James S.A. Corey,4.57,"['Science Fiction', 'Fiction', 'Audiobook', 'Space Opera', 'Space', 'Science Fiction Fantasy', 'Fantasy']"
Conquer Your Deliverance: How to Live a Life of Total Freedom,John Ramirez,4.33,"['Inspirational', 'How To', 'Nonfiction', 'Book Club', 'Education']"
As You Wish: Inconceivable Tales from the Making of The Princess Bride,Cary Elwes,4.17,"['Nonfiction', 'Memoir', 'Audiobook', 'Biography', 'Humor', 'Biography Memoir', 'Autobiography']"
I Must Betray You,Ruta Sepetys,4.41,"['Historical Fiction', 'Young Adult', 'Fiction', 'Historical', 'Audiobook', 'Romania', 'War']"
What's Eating Gilbert Grape,Peter Hedges,4.10,"['Fiction', 'Classics', 'Young Adult', 'Contemporary', 'Coming Of Age', 'Media Tie In', 'Novels']"
Paint it Black,Janet Fitch,3.50,"['Fiction', 'Contemporary', 'Romance', 'Adult', 'Drama', 'Literature', 'Audiobook']"
"Dance of the Gods (Circle Trilogy, #2)",Nora Roberts,4.17,"['Romance', 'Fantasy', 'Paranormal', 'Paranormal Romance', 'Vampires', 'Fiction', 'Magic']"
Thirteen Moons,Charles Frazier,3.74,"['Historical Fiction', 'Fiction', 'Historical', 'Native American', 'Audiobook', 'Novels', 'Southern']"
Mirror Image,Sandra       Brown,4.06,"['Romance', 'Romantic Suspense', 'Mystery', 'Suspense', 'Fiction', 'Thriller', 'Contemporary']"
Nightwood,Djuna Barnes,3.61,"['Fiction', 'Classics', 'Queer', 'LGBT', 'Novels', 'Literature', '20th Century']"
Economics in One Lesson,Henry Hazlitt,4.17,"['Economics', 'Nonfiction', 'Business', 'Politics', 'Finance', 'Philosophy', 'History']"
John Lennon: The Life,Philip Norman,4.04,"['Biography', 'Music', 'Nonfiction', 'Biography Memoir', 'History', 'Memoir', 'Audiobook']"
Under a Painted Sky,Stacey  Lee,3.98,"['Historical Fiction', 'Young Adult', 'Historical', 'Romance', 'Westerns', 'Fiction', 'Adventure']"
"The Shadow of What Was Lost (The Licanius Trilogy, #1)",James  Islington,4.14,"['Fantasy', 'Fiction', 'Epic Fantasy', 'High Fantasy', 'Audiobook', 'Adult', 'Magic']"
"Cuentos de amor, de locura y de muerte",Horacio Quiroga,3.99,"['Short Stories', 'Classics', 'Fiction', 'Spanish Literature', 'Horror', 'Literature', 'Latin American']"
The Sun Down Motel,Simone St. James,4.01,"['Mystery', 'Horror', 'Thriller', 'Fiction', 'Mystery Thriller', 'Paranormal', 'Audiobook']"
"Jumper (Jumper, #1)",Steven Gould,3.92,"['Science Fiction', 'Young Adult', 'Fiction', 'Fantasy', 'Adventure', 'Urban Fantasy', 'Thriller']"
Portrait of a Killer: Jack the Ripper - Case Closed,Patricia Cornwell,3.48,"['Nonfiction', 'True Crime', 'History', 'Crime', 'Mystery', 'Biography', 'Historical']"
"Sins of the Night (Dark-Hunter, #7)",Sherrilyn Kenyon,4.17,"['Paranormal Romance', 'Paranormal', 'Romance', 'Fantasy', 'Vampires', 'Urban Fantasy', 'Adult']"
"White: The Great Pursuit (The Circle, #3)",Ted Dekker,4.28,"['Fantasy', 'Christian Fiction', 'Fiction', 'Christian', 'Thriller', 'Science Fiction', 'Adult']"
"Robopocalypse (Robopocalypse, #1)",Daniel H. Wilson,3.70,"['Science Fiction', 'Fiction', 'Dystopia', 'Post Apocalyptic', 'Robots', 'Audiobook', 'Thriller']"
"Gates of Paradise (Blue Bloods, #7)",Melissa de la Cruz,4.07,"['Vampires', 'Young Adult', 'Fantasy', 'Paranormal', 'Romance', 'Angels', 'Supernatural']"
"Vision in Silver (The Others, #3)",Anne Bishop,4.25,"['Fantasy', 'Urban Fantasy', 'Paranormal', 'Vampires', 'Shapeshifters', 'Werewolves', 'Adult']"
Brain on Fire: My Month of Madness,Susannah Cahalan,4.09,"['Nonfiction', 'Memoir', 'Psychology', 'Biography', 'Mental Health', 'Audiobook', 'Science']"
Love Does: Discover a Secretly Incredible Life in an Ordinary World,Bob       Goff,4.31,"['Christian', 'Nonfiction', 'Faith', 'Christianity', 'Self Help', 'Christian Living', 'Religion']"
"The Trapped Girl (Tracy Crosswhite, #4)",Robert Dugoni,4.39,"['Mystery', 'Fiction', 'Thriller', 'Crime', 'Audiobook', 'Mystery Thriller', 'Suspense']"
Un cuento perfecto,Elísabet Benavent,4.14,"['Romance', 'Spanish Literature', 'Contemporary', 'Chick Lit', 'Fiction', 'New Adult', 'Love']"
Deerskin,Robin McKinley,3.93,"['Fantasy', 'Fairy Tales', 'Fiction', 'Young Adult', 'Romance', 'Retellings', 'Science Fiction Fantasy']"
"Kiss Me, Judas",Will Christopher Baer,3.80,"['Fiction', 'Mystery', 'Noir', 'Crime', 'Thriller', 'Contemporary', 'Dark']"
Autumn in Peking,Boris Vian,3.92,"['Fiction', 'France', 'Novels', 'Classics', 'French Literature', '20th Century', 'Literature']"
"Sweet Thing (Sweet Thing, #1)",Renee Carlino,3.95,"['Romance', 'New Adult', 'Contemporary', 'Contemporary Romance', 'Music', 'Chick Lit', 'Adult']"
The Last Valentine,Felix Alexander,4.07,"['Romance', 'Mystery', 'Fiction', 'Love Story', 'Historical Fiction', 'Young Adult', 'New Adult']"
Everything and a Happy Ending,Tia Shurina,4.29,"['Self Help', 'Memoir', 'Biography', 'Nonfiction', 'Adult', 'True Story', 'Autobiography']"
"Aru Shah and the End of Time (Pandava, #1)",Roshani Chokshi,4.09,"['Fantasy', 'Middle Grade', 'Mythology', 'Fiction', 'Young Adult', 'Adventure', 'Audiobook']"
Later,Stephen        King,3.97,"['Horror', 'Fiction', 'Thriller', 'Audiobook', 'Mystery', 'Crime', 'Paranormal']"
"Dante's End (The Jailor, #1)",Ariana Nash,3.89,"['Fantasy', 'M M Romance', 'Romance', 'Dark', 'Paranormal', 'LGBT', 'Queer']"
"The Singing (The Books of Pellinor, #4)",Alison Croggon,4.23,"['Fantasy', 'Young Adult', 'Fiction', 'Magic', 'High Fantasy', 'Young Adult Fantasy', 'Adventure']"
Filosofi Kopi: Kumpulan Cerita dan Prosa Satu Dekade,Dee Lestari,3.86,"['Fiction', 'Short Stories', 'Novels', 'Indonesian Literature', 'Literature', 'Romance', 'Anthologies']"
Closer,Dennis Cooper,3.68,"['Fiction', 'Queer', 'Horror', 'LGBT', 'Gay', 'Novels', 'Contemporary']"
"The Last Hope (Warriors: Omen of the Stars, #6)",Erin Hunter,4.56,"['Fantasy', 'Animals', 'Middle Grade', 'Fiction', 'Childrens', 'Cats', 'Young Adult']"
"The Masterharper of Pern (Pern, #14)",Anne McCaffrey,4.26,"['Fantasy', 'Science Fiction', 'Dragons', 'Fiction', 'Science Fiction Fantasy', 'Young Adult', 'Adult']"
"The Many-Coloured Land (Saga of Pliocene Exile, #1)",Julian  May,4.06,"['Science Fiction', 'Fantasy', 'Fiction', 'Time Travel', 'Science Fiction Fantasy', 'Audiobook', 'Speculative Fiction']"
"Twelfth Grade Kills (The Chronicles of Vladimir Tod, #5)",Heather Brewer,4.33,"['Young Adult', 'Vampires', 'Fantasy', 'Paranormal', 'Fiction', 'Supernatural', 'Horror']"
"Prodigal Son (Dean Koontz's Frankenstein, #1)",Dean Koontz,4.03,"['Horror', 'Fiction', 'Thriller', 'Fantasy', 'Mystery', 'Science Fiction', 'Paranormal']"
"Soul Surfer: A True Story of Faith, Family, and Fighting to Get Back on the Board",Bethany Hamilton,4.05,"['Nonfiction', 'Biography', 'Christian', 'Memoir', 'Sports', 'Autobiography', 'Audiobook']"
"Golden Trail (The 'Burg, #3)",Kristen Ashley,4.31,"['Romance', 'Contemporary Romance', 'Contemporary', 'Romantic Suspense', 'Suspense', 'Adult', 'Mystery']"
The Passenger,Lisa Lutz,3.72,"['Mystery', 'Thriller', 'Fiction', 'Mystery Thriller', 'Suspense', 'Audiobook', 'Crime']"
The Yellow Wallpaper,Charlotte Perkins Gilman,4.08,"['Short Stories', 'Fiction', 'Horror', 'Feminism', 'Gothic', 'Mental Health', 'School']"
Survive the Night,Riley Sager,3.52,"['Thriller', 'Mystery', 'Mystery Thriller', 'Fiction', 'Horror', 'Audiobook', 'Adult']"
The Piper,Julie Mannino,4.33,"['Fantasy', 'Romance', 'Fantasy Romance', 'Fae', 'LGBT', 'Dark Fantasy', 'Fairy Tales']"
White Smoke,Tiffany D. Jackson,3.82,"['Horror', 'Young Adult', 'Thriller', 'Mystery', 'Audiobook', 'Fiction', 'Paranormal']"
"The Lady With the Little Dog and Other Stories, 1896-1904",Anton Chekhov,4.10,"['Short Stories', 'Classics', 'Fiction', 'Russian Literature', 'Russia', 'Literature', '19th Century']"
"Among the Brave (Shadow Children, #5)",Margaret Peterson Haddix,4.15,"['Dystopia', 'Young Adult', 'Science Fiction', 'Fiction', 'Middle Grade', 'Childrens', 'Adventure']"
Annie's Song,Catherine Anderson,4.15,"['Historical Romance', 'Romance', 'Historical', 'Westerns', 'Historical Fiction', 'Disability', 'Western Romance']"
"4:50 from Paddington (Miss Marple, #7)",Agatha Christie,3.96,"['Mystery', 'Fiction', 'Crime', 'Audiobook', 'Detective', 'Mystery Thriller', 'British Literature']"
"Shattered (Slated, #3)",Teri Terry,4.19,"['Young Adult', 'Dystopia', 'Science Fiction', 'Fantasy', 'Fiction', 'Romance', 'Mystery']"
The President Is Missing,Bill Clinton,3.85,"['Fiction', 'Thriller', 'Mystery', 'Audiobook', 'Mystery Thriller', 'Politics', 'Suspense']"
"Diamonds Are Forever (James Bond, #4)",Ian Fleming,3.63,"['Fiction', 'Thriller', 'Espionage', 'Mystery', 'Adventure', 'Classics', 'Audiobook']"
"To Sleep in a Sea of Stars (Fractalverse, #1)",Christopher Paolini,3.80,"['Science Fiction', 'Fiction', 'Fantasy', 'Audiobook', 'Space Opera', 'Adult', 'Space']"
Adam și Eva,Liviu Rebreanu,4.15,"['Romanian Literature', 'Classics', 'Fiction', 'Romance', 'Fantasy', '20th Century', 'Romania']"
Microserfs,Douglas Coupland,3.89,"['Fiction', 'Humor', 'Contemporary', 'Canada', 'Novels', 'Literature', 'Technology']"
"Parable of the Talents (Earthseed, #2)",Octavia E. Butler,4.31,"['Science Fiction', 'Fiction', 'Dystopia', 'Fantasy', 'Audiobook', 'Speculative Fiction', 'Post Apocalyptic']"
"Beginnings: Obsidian & Onyx (Lux, #1-2)",Jennifer L. Armentrout,4.54,"['Young Adult', 'Fantasy', 'Romance', 'Paranormal', 'Aliens', 'Science Fiction', 'Paranormal Romance']"
The Varieties of Scientific Experience: A Personal View of the Search for God,Carl Sagan,4.29,"['Science', 'Nonfiction', 'Philosophy', 'Religion', 'Spirituality', 'Atheism', 'Physics']"
The October Country,Ray Bradbury,4.11,"['Horror', 'Short Stories', 'Fiction', 'Fantasy', 'Science Fiction', 'Classics', 'Halloween']"
"Ellana (Le Pacte des MarchOmbres, #1)",Pierre Bottero,4.65,"['Fantasy', 'France', 'Young Adult', 'Roman', 'Fiction', 'Adventure', 'Childrens']"
"Reina roja (Antonia Scott, #1)",Juan Gómez-Jurado,4.09,"['Thriller', 'Mystery', 'Fiction', 'Crime', 'Audiobook', 'Spanish Literature', 'Mystery Thriller']"
"Son of a Witch (The Wicked Years, #2)",Gregory Maguire,3.50,"['Fantasy', 'Fiction', 'Adult', 'Retellings', 'Magic', 'Fairy Tales', 'Science Fiction Fantasy']"
The Children of Men,P.D. James,3.67,"['Fiction', 'Science Fiction', 'Dystopia', 'Post Apocalyptic', 'Thriller', 'Mystery', 'Fantasy']"
"Men of the Otherworld (Otherworld Stories, #1)",Kelley Armstrong,4.27,"['Urban Fantasy', 'Paranormal', 'Fantasy', 'Werewolves', 'Paranormal Romance', 'Fiction', 'Romance']"
The Assault,Harry Mulisch,3.73,"['Fiction', 'Historical Fiction', 'Dutch Literature', 'Classics', 'School', 'Literature', 'War']"
The Hunger Games: Official Illustrated Movie Companion,Kate Egan,4.52,"['Young Adult', 'Dystopia', 'Fantasy', 'Fiction', 'Science Fiction', 'Adventure', 'Media Tie In']"
في ديسمبر تنتهي كل الأحلام,أثير عبدالله النشمي,3.28,"['Novels', 'Fiction', 'Romance', 'Literature', 'Romantic', 'Love', 'Contemporary']"
"The Persian Boy (Alexander the Great, #2)",Mary Renault,4.18,"['Historical Fiction', 'Fiction', 'Historical', 'LGBT', 'Queer', 'Classics', 'Gay']"
Dear Edward,Ann Napolitano,4.08,"['Fiction', 'Contemporary', 'Audiobook', 'Literary Fiction', 'Coming Of Age', 'Adult', 'Adult Fiction']"
Frankie the Ferret,Kimberley   Paterson,4.35,"['Picture Books', 'Animals']"
A Lantern in Her Hand,Bess Streeter Aldrich,4.18,"['Historical Fiction', 'Fiction', 'Classics', 'Young Adult', 'Historical', 'Romance', 'Adult Fiction']"
Julian,Gore Vidal,4.22,"['Historical Fiction', 'Fiction', 'Historical', 'Literature', 'Classics', 'Novels', 'Roman']"
"Beyond the Veil (The Grey Wolves, #5)",Quinn Loftis,4.49,"['Paranormal', 'Young Adult', 'Werewolves', 'Fantasy', 'Romance', 'Shapeshifters', 'Paranormal Romance']"
The Joke,Milan Kundera,4.03,"['Fiction', 'Czech Literature', 'Classics', 'Literature', 'Novels', '20th Century', 'Philosophy']"
My Beloved,T.M. Mendes,3.86,"['Vampires', 'Romance', 'Paranormal', 'Supernatural', 'Fantasy', 'Paranormal Romance']"
Earthlings,Sayaka Murata,3.60,"['Fiction', 'Horror', 'Japan', 'Contemporary', 'Magical Realism', 'Japanese Literature', 'Fantasy']"
Way to Be!: 9 Ways To Be Happy And Make Something Of Your Life,Gordon B. Hinckley,4.59,"['Religion', 'Lds', 'Nonfiction', 'Church', 'Self Help', 'Inspirational', 'Spirituality']"
"Flyte (Septimus Heap, #2)",Angie Sage,4.01,"['Fantasy', 'Young Adult', 'Fiction', 'Magic', 'Middle Grade', 'Childrens', 'Adventure']"
"Peak (Peak, #1)",Roland Smith,3.97,"['Young Adult', 'Adventure', 'Realistic Fiction', 'Fiction', 'Survival', 'Middle Grade', 'Sports']"
"The Merchant's Daughter (Hagenheim, #2)",Melanie Dickerson,4.01,"['Historical Fiction', 'Romance', 'Young Adult', 'Christian Fiction', 'Christian', 'Fantasy', 'Fairy Tales']"
"The Crown Tower (The Riyria Chronicles, #1)",Michael J. Sullivan,4.33,"['Fantasy', 'Fiction', 'Audiobook', 'Epic Fantasy', 'High Fantasy', 'Adventure', 'Adult']"
"Dead Simple (Roy Grace, #1)",Peter James,4.06,"['Crime', 'Mystery', 'Thriller', 'Fiction', 'Mystery Thriller', 'Detective', 'Suspense']"
"From Potter's Field (Kay Scarpetta, #6)",Patricia Cornwell,4.06,"['Mystery', 'Fiction', 'Crime', 'Thriller', 'Mystery Thriller', 'Suspense', 'Murder Mystery']"
التائهون,Amin Maalouf,4.16,"['Fiction', 'Novels', 'France', 'Lebanon', 'Roman', 'Literature', 'War']"
The Two Gentlemen of Verona,William Shakespeare,3.40,"['Classics', 'Plays', 'Drama', 'Fiction', 'Theatre', 'Literature', 'Poetry']"
"Things We Left Behind (Knockemout, #3)",Lucy Score,4.42,"['Romance', 'Contemporary Romance', 'Contemporary', 'Fiction', 'Audiobook', 'Adult', 'Chick Lit']"
"The Innocent Mage (Kingmaker, Kingbreaker, #1)",Karen Miller,3.67,"['Fantasy', 'Fiction', 'Magic', 'High Fantasy', 'Epic Fantasy', 'Science Fiction Fantasy', 'Adult']"
Traveling Mercies: Some Thoughts on Faith,Anne Lamott,4.14,"['Nonfiction', 'Memoir', 'Spirituality', 'Religion', 'Faith', 'Christian', 'Essays']"
Desolation Angels,Jack Kerouac,3.93,"['Fiction', 'Classics', 'Literature', 'Novels', 'American', 'Travel', '20th Century']"
"Christy Miller Collection, Vol. 1 (Christy Miller, #1-3)",Robin Jones Gunn,4.48,"['Christian', 'Christian Fiction', 'Young Adult', 'Romance', 'Fiction', 'Contemporary', 'Teen']"
"Palace of Mirrors (The Palace Chronicles, #2)",Margaret Peterson Haddix,3.89,"['Fantasy', 'Young Adult', 'Romance', 'Fiction', 'Fairy Tales', 'Middle Grade', 'Adventure']"
"The Emperor's Code (The 39 Clues, #8)",Gordon Korman,4.05,"['Mystery', 'Adventure', 'Middle Grade', 'Fiction', 'Young Adult', 'Childrens', 'Fantasy']"
The Loved One,Evelyn Waugh,3.76,"['Fiction', 'Classics', 'Humor', 'Literature', 'British Literature', 'Novels', '20th Century']"
"On the Edge of the Dark Sea of Darkness (The Wingfeather Saga, #1)",Andrew       Peterson,4.33,"['Fantasy', 'Fiction', 'Middle Grade', 'Childrens', 'Young Adult', 'Christian', 'Christian Fiction']"
"Trust in Me (Wait for You, #1.5)",J. Lynn,4.22,"['Romance', 'New Adult', 'Contemporary', 'College', 'Contemporary Romance', 'Young Adult', 'Novella']"
"Crash into You (Pushing the Limits, #3)",Katie McGarry,4.26,"['Romance', 'Young Adult', 'Contemporary', 'New Adult', 'Contemporary Romance', 'High School', 'Young Adult Contemporary']"
"The Air He Breathes (Elements, #1)",Brittainy C. Cherry,4.14,"['Romance', 'Contemporary', 'Contemporary Romance', 'New Adult', 'Adult', 'Drama', 'Fiction']"
"A Knight of the Seven Kingdoms (The Tales of Dunk and Egg, #1-3)",George R.R. Martin,4.24,"['Fantasy', 'Fiction', 'Short Stories', 'Audiobook', 'Adventure', 'High Fantasy', 'Epic Fantasy']"
Way Station,Clifford D. Simak,4.03,"['Science Fiction', 'Fiction', 'Hugo Awards', 'Classics', 'Aliens', 'Science Fiction Fantasy', 'Audiobook']"
"Kim Ji-young, nacida en 1982",Cho Nam-Joo,4.17,"['Fiction', 'Feminism', 'Contemporary', 'Literary Fiction', 'Audiobook', 'Asia', 'Asian Literature']"
Becoming Mrs. Lewis,Patti Callahan Henry,4.05,"['Historical Fiction', 'Fiction', 'Romance', 'Audiobook', 'Historical', 'Christian', 'Christian Fiction']"
"Taken by Storm (Raised by Wolves, #3)",Jennifer Lynn Barnes,4.11,"['Young Adult', 'Werewolves', 'Paranormal', 'Fantasy', 'Urban Fantasy', 'Romance', 'Shapeshifters']"
The Law of Attraction: The Basics of the Teachings of Abraham,Esther Hicks,4.13,"['Self Help', 'Spirituality', 'Nonfiction', 'Personal Development', 'Psychology', 'Philosophy', 'New Age']"
The School for Scandal,Richard Brinsley Sheridan,3.61,"['Plays', 'Classics', 'Drama', 'Fiction', 'Theatre', '18th Century', 'Humor']"
"The Last Herald-Mage (Valdemar: The Last Herald-Mage, #1-3)",Mercedes Lackey,4.50,"['Fantasy', 'Fiction', 'Science Fiction Fantasy', 'Magic', 'High Fantasy', 'LGBT', 'Epic Fantasy']"
The Evening News,Arthur Hailey,3.99,"['Fiction', 'Thriller', 'Adventure', 'Mystery', 'Suspense', 'Novels', 'Crime']"
Genuine Fraud,E. Lockhart,3.24,"['Young Adult', 'Mystery', 'Thriller', 'Contemporary', 'Fiction', 'Mystery Thriller', 'Audiobook']"
Leon the Lion,Julie Mannino,4.66,['Fantasy']
Mine (Mine #1),Julie Mannino,3.42,"['M M Romance', 'Fantasy', 'Dark', 'BDSM', 'Fae', 'Romance', 'Fantasy Romance']"
Nectar in a Sieve,Kamala Markandaya,3.69,"['Fiction', 'Classics', 'India', 'Historical Fiction', 'School', 'Read For School', 'Indian Literature']"
"The Blue Girl (Newford, #15)",Charles de Lint,3.94,"['Fantasy', 'Young Adult', 'Urban Fantasy', 'Fiction', 'Paranormal', 'Ghosts', 'Supernatural']"
Sacajawea,Anna Lee Waldo,4.25,"['Historical Fiction', 'Fiction', 'Native American', 'Historical', 'Westerns', 'American History', 'Adventure']"
"A Spy in the House (The Agency, #1)",Y.S. Lee,3.79,"['Mystery', 'Historical Fiction', 'Young Adult', 'Historical', 'Fiction', 'Romance', 'Adventure']"
"My Fair Godmother (My Fair Godmother, #1)",Janette Rallison,3.93,"['Fantasy', 'Young Adult', 'Romance', 'Fairy Tales', 'Magic', 'Time Travel', 'Fiction']"
NurtureShock: New Thinking About Children,Po Bronson,4.03,"['Parenting', 'Nonfiction', 'Psychology', 'Education', 'Science', 'Audiobook', 'Sociology']"
"Fragments (Partials Sequence, #2)",Dan Wells,4.10,"['Young Adult', 'Dystopia', 'Science Fiction', 'Post Apocalyptic', 'Fiction', 'Fantasy', 'Romance']"
"The Disaster Artist: My Life Inside The Room, the Greatest Bad Movie Ever Made",Greg Sestero,4.28,"['Nonfiction', 'Memoir', 'Biography', 'Film', 'Humor', 'Audiobook', 'Comedy']"
Hagakure: The Book of the Samurai,Yamamoto Tsunetomo,4.01,"['Philosophy', 'Nonfiction', 'Japan', 'History', 'Martial Arts', 'Classics', 'Japanese Literature']"
In His Steps,Charles Monroe Sheldon,4.17,"['Christian', 'Fiction', 'Christian Fiction', 'Classics', 'Religion', 'Christianity', 'Faith']"
"My Soul to Save (Soul Screamers, #2)",Rachel Vincent,3.96,"['Young Adult', 'Paranormal', 'Fantasy', 'Romance', 'Urban Fantasy', 'Paranormal Romance', 'Supernatural']"
I Kill Giants,Joe Kelly,4.15,"['Graphic Novels', 'Comics', 'Fantasy', 'Fiction', 'Young Adult', 'Graphic Novels Comics', 'Comic Book']"
The Nightingale and the Rose,Oscar Wilde,4.28,"['Classics', 'Short Stories', 'Fiction', 'Fantasy', 'Romance', 'Literature', '19th Century']"
When God Was a Rabbit,Sarah Winman,3.78,"['Fiction', 'Contemporary', 'Young Adult', 'Coming Of Age', 'Literary Fiction', 'Book Club', 'Family']"
"The Gates of Rome (Emperor, #1)",Conn Iggulden,4.19,"['Historical Fiction', 'Fiction', 'Historical', 'Fantasy', 'War', 'Roman', 'Audiobook']"
"Goldfinger (James Bond, #7)",Ian Fleming,3.83,"['Fiction', 'Thriller', 'Espionage', 'Adventure', 'Mystery', 'Classics', 'Crime']"
"The Child Finder (Naomi Cottle, #1)",Rene Denfeld,3.95,"['Mystery', 'Fiction', 'Thriller', 'Mystery Thriller', 'Crime', 'Audiobook', 'Suspense']"
Gender Queer,Maia Kobabe,4.27,"['Graphic Novels', 'LGBT', 'Memoir', 'Nonfiction', 'Queer', 'Comics', 'Banned Books']"
"Riddle-Master (Riddle-Master, #1-3)",Patricia A. McKillip,4.22,"['Fantasy', 'Fiction', 'Young Adult', 'Science Fiction Fantasy', 'High Fantasy', 'Epic Fantasy', 'Adventure']"
One,Richard Bach,3.94,"['Fiction', 'Philosophy', 'Spirituality', 'Fantasy', 'Romance', 'Inspirational', 'Novels']"
Cranford,Elizabeth Gaskell,3.84,"['Classics', 'Fiction', 'Historical Fiction', 'Victorian', '19th Century', 'Audiobook', 'British Literature']"
"Nightlife (Cal Leandros, #1)",Rob Thurman,3.65,"['Urban Fantasy', 'Fantasy', 'Paranormal', 'Vampires', 'Fiction', 'Horror', 'Supernatural']"
The Chaperone,Laura Moriarty,3.87,"['Historical Fiction', 'Fiction', 'Historical', 'Audiobook', 'Adult', 'Adult Fiction', 'New York']"
